header,location,locationCrumbs,price,description,type,listNumber,specificId,urlStub,cashFlow,listingTypeId,ebitda,financingTypeId,leaseRateDuration,leaseRatePerSquareFoot,searchOffset,adLevelId,siteSpecificId,isDiamondReinforcement,brokerCompany,brokerIntroduction,brokerContactPhoto,brokerContactFullName,isInlineAd,listingPriceReduced,contactInfo,detailRequests,diamondMetaData,region,hotProperty,recentlyUpdated,recentlyAdded,isInlineBroker,brokerCompanyPhoto,brokerCertifications,realEstateIncludedInAskingPrice,initialFee,initialCapital,externalUrl,auctionStartDate,auctionEndDate,auctionDateDisplay,auctionPlacardHighlights,account,activeListingsCount,soldListingsCount,isFdResale,userTypeId,relatedSearchUrlStub,expirationTypeId,advertiserId,placementTypeId,sponsorLevelId,categoryDetails
"Established and Profitable Gym and Fitness Business, Over 1350 Members","Portland, OR",,499900,"Established and profitable gym and fitness business with over 1,350 members in two SE Portland locations. Neighborhood facility, focusing on members who are serious about health, fitness, and...",3,2386566,2386566,https://www.bizbuysell.com/business-opportunity/established-and-profitable-gym-and-fitness-business-over-1350-members/2386566/,,40,,0,,,181,3,2386566,,,,,,,FALSE,,,,OR,TRUE,FALSE,TRUE,,,,FALSE,,,,,,,,46641,0,0,0,40,,0,,,,
Intelligent Office,Available Nationwide,,175000,"Recurring Revenue. Scalable Growth. An Expanding Market.

While the flexible office space business model has gone mainstream in the last few years, Intelligent Office has been thinking ahead of the market since 1995. We’ve put our insider’s knowledge to use by making deliberate decisions to identify where the market will be going to help keep our franchisee’s revenue growing. 

The number of global coworking members has grown 800% since 2015. To capitalize on this rising tide, we actively collaborate with our current franchise owners and their clients to identify unmet needs and opportunity areas that are waiting to be capitalized.
",-1,2754,2754,/franchise-for-sale/intelligent-office/,,-1,,,,,-1,-1,4676,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/business-services-franchise/,,,,,
Drive Thru Convenience Store Tampa!!,"Tampa, FL",,149000,This is a double sided drive thru convenience store located in a very busy area on the north side of Tampa. There are many residential homes and businesses in the area. The convenience store sales...,3,2386565,2386565,https://www.bizbuysell.com/business-opportunity/drive-thru-convenience-store-tampa/2386565/,90216,40,,0,,,182,3,2386565,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,3500,0,0,0,40,,0,,,,
Upscale Clothing Alteration Business in Prime Location,"Pima County, AZ",,97000,"Are you ready to step into the world of tailoring and sewing with a well-established business in Arizona? Look no further than this 25-year-old Tailoring Seamstress/Sewing business, carefully nurtured...",3,2386562,2386562,https://www.bizbuysell.com/business-opportunity/upscale-clothing-alteration-business-in-prime-location/2386562/,42753,40,,0,0,1400,183,3,2386562,,,,,,,FALSE,,,,AZ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,48602,0,0,0,40,,0,,,,
Well known Carry Out for 38 Years in Capitol Heights & Great Potential,"Capitol Heights, MD",,400000,"Open 6 days and from 6:30 AM to 1:30 PM. If the new owner extends the business hour, there will be a huge increase in income. The current owner has operated for 38 years and is looking for retire....",3,2386561,2386561,https://www.bizbuysell.com/business-opportunity/well-known-carry-out-for-38-years-in-capitol-heights-and-great-potential/2386561/,200000,40,,0,40,3500,184,3,2386561,,,,,,,FALSE,,,,MD,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41434,0,0,0,40,,0,,,,
Coastal City - BBQ Restaurant in Strip Mall - Corner Location,"Orange County, CA",,149000,Coastal City - BBQ Restaurant in Strip Mall - Corner Location in Orange County - 4 Yelp Stars RRC# 5058 Location: Coastal Orange County Description: Established in 2016 and currently owned since 2021....,3,2386549,2386549,https://www.bizbuysell.com/business-opportunity/coastal-city-bbq-restaurant-in-strip-mall-corner-location/2386549/,,40,,0,40,4100,185,3,2386549,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1369,0,0,0,40,,0,,,,
VW Camper Van Rental Agency – Established & Growing!,,,900000,"Do you love the outdoors and classic VW Vans? If so, this is the business for you! You can purchase the business and continue to operate in this tropical resort location, or you can relocate the...",3,2386547,2386547,https://www.bizbuysell.com/business-opportunity/vw-camper-van-rental-agency-established-and-growing/2386547/,88100,40,,0,0,3165.56,186,3,2386547,,,,,,,FALSE,,,,,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,47422,0,0,0,40,,0,,,,
Italian/Pizza Vegan Restaurant Los Angeles Westside,"Los Angeles, CA",,195000,"Italian/Pizza Vegan Restaurant Los Angeles Westside RRC# 5057 Location: Los Angeles, Westside Description: Located in a high-traffic Los Angeles neighborhood, this profitable establishment, with a...",3,2386546,2386546,https://www.bizbuysell.com/business-opportunity/italian-pizza-vegan-restaurant-los-angeles-westside/2386546/,93060,40,,0,40,5600,187,3,2386546,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1369,0,0,0,40,,0,,,,
Exxon Gas Station East Tampa!!,"Tampa, FL",,299000,"This is a large Exxon gas station located on the east side of Tampa near Brandon. The convenience store averages per month not counting Lottery. The Lottery brings in an extra $1,500 per month. There...",3,2386545,2386545,https://www.bizbuysell.com/business-opportunity/exxon-gas-station-east-tampa/2386545/,162508,40,,0,,,188,3,2386545,,,,,,,FALSE,,,,FL,TRUE,FALSE,TRUE,,,,FALSE,,,,,,,,3500,0,0,0,40,,0,,,,
Beautifully Appointed Franchise Cafe with Home Roasted Coffee For Sale,"Sacramento County, CA",,195000,Beautifully Appointed Franchise Cafe with Home Roasted Coffee For Sale in the Sacramento Metro Area RRC# 5056 Location: Sacramento Metro Area Description: Upscale Franchise Coffee with Pastries Café...,3,2386544,2386544,https://www.bizbuysell.com/business-opportunity/beautifully-appointed-franchise-cafe-with-home-roasted-coffee-for-sale/2386544/,87168,40,,0,40,4257,189,3,2386544,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1369,0,0,0,40,,0,,,,
Very Profitable  and Well  Established  Dry Cleaner for sale .,"Baltimore, MD",,450000,"****Required NDA ,ATTACHED**** **Dry cleaner plant + 2 drop store ** A well established and high profitable Dry Cleaning business in the Baltimore city . High demand for a alternations and specialty...",3,2386539,2386539,https://www.bizbuysell.com/business-opportunity/very-profitable-and-well-established-dry-cleaner-for-sale/2386539/,,40,,0,,,190,3,2386539,,,,,,,FALSE,,,,MD,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,28144,0,0,0,40,,0,,,,
H&H Bagels,Available Nationwide,,500000,"New York City's most iconic bagel since 1972, now expanding nationwide. Major metropolitan areas are still available.",-1,2451,2451,/franchise-for-sale/h-and-h-bagels/,,-1,,,,,-1,-1,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/food-and-restaurant-franchise/,,,,,
"Massage Business for Sale – Turnkey, Clean, and Beautifully Maintained","Lillington, NC",,28000,"Located in the heart of Lillington, North Carolina, Bliss Massage has been in operation for nearly a year and a half with steady daily traffic averaging 3 clients per day. This is a fully operational...",3,2386530,2386530,https://www.bizbuysell.com/business-opportunity/massage-business-for-sale-turnkey-clean-and-beautifully-maintained/2386530/,63600,40,,0,40,1450,191,3,2386530,,,,,,,FALSE,,,,NC,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Legacy Café Built on Purpose,"Duluth, GA",,290000,"That’s why we’re not just looking for a buyer—we’re seeking someone who will carry on the mission. Ideally, it would be someone who sees this café not only as a business opportunity but as a platform...",3,2386528,2386528,https://www.bizbuysell.com/business-opportunity/legacy-cafe-built-on-purpose/2386528/,,40,,0,40,4365,192,3,2386528,,,,,,,FALSE,,,,GA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,49767,0,0,0,40,,0,,,,
Well-Established Dry Cleaning Business – 2 Locations – w/ Truck & FF&E,"Marietta, GA",,475000,"Well-Established Dry Cleaning Business – 2 Locations – Includes Delivery Truck & All FF&E Locations: Marietta & Sandy Springs, GA Business Type: Dry Cleaning / Textile Care Established: 1995 Reason...",3,2386522,2386522,https://www.bizbuysell.com/business-opportunity/well-established-dry-cleaning-business-2-locations-w-truck-and-ffande/2386522/,,40,,0,,,193,3,2386522,,,,,,,FALSE,,,,GA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,4284,0,0,0,40,,0,,,,
"Profitable, Established Mexican Restaurant with Loyal Following","Island County, WA",,599950,"Family-friendly, full-service Mexican restaurant and bar known for its authentic, scratch-made cuisine and signature handcrafted cocktails. In addition to dine-in service, the business offers seamless...",3,2386521,2386521,https://www.bizbuysell.com/business-opportunity/profitable-established-mexican-restaurant-with-loyal-following/2386521/,156659,40,,1,,,194,3,2386521,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,35449,0,0,0,40,,0,,,,
Brand New Turnkey Upscale Barber Shop Excellent Area and Growing Fast,"Decatur, GA",,145000,"Turnkey Upscale Barbershop – $20K Monthly Revenue & Growing – Prime Atlanta Location Monthly Revenue: ~$20,000 (and climbing) Location: Metro Atlanta (High-Traffic Area) Business Type: Barbershop /...",3,2386514,2386514,https://www.bizbuysell.com/business-opportunity/brand-new-turnkey-upscale-barber-shop-excellent-area-and-growing-fast/2386514/,,40,,0,,,195,3,2386514,,,,,,,FALSE,,,,GA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,4284,0,0,0,40,,0,,,,
Deli /convenience store  with  skill game income  W/ Real estate ,"Bedford County, PA",,599000,"Profitable Small-Town Gem Up for Grabs This isn’t just a regular store — it’s a only grocery in town that’s been serving the community since the 1970s with rock-solid, consistent sales and a loyal...",3,2372084,2372084,https://www.bizbuysell.com/business-opportunity/deli-convenience-store-with-skill-game-income-w-real-estate/2372084/,90000,40,,0,40,,196,3,2372084,,,,,,,FALSE,,,,PA,FALSE,TRUE,FALSE,,,,TRUE,,,,,,,,,0,0,0,,,0,,,,
Laundromat located in North Orange County,"Orange County, CA",,782000,"Great laundromat, really amazing employees, right by Northgate market. Opportunity to add card machines (will increase revenue by 20-25%) and decrease dryer prices (we are lower than market by...",3,2310782,2310782,https://www.bizbuysell.com/business-opportunity/laundromat-located-in-north-orange-county/2310782/,0,40,0,0,40,0,197,3,2310782,,,,,,,FALSE,,,,CA,TRUE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Own a Thriving Fresh Pet-Food Franchise!,"Charleston, SC",,65000,"Pet Wants offers an attractive franchise opportunity within the booming natural pet-food market, delivering freshly made, premium-quality pet food directly to customers. Franchisees enjoy a flexible,...",3,2386501,2386501,https://www.bizbuysell.com/business-opportunity/own-a-thriving-fresh-pet-food-franchise/2386501/,16000,40,,0,,1500,198,3,2386501,,,,,,,FALSE,,,,SC,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Turn key bakery and restaurant in Las Vegas - Fully equipped kitchen,"Las Vegas, NV",,85000,Seize the opportunity to own a turnkey bakery in a high-traffic Las Vegas area. This professionally equipped and well-maintained facility is ideal not only for traditional baking operations but also...,3,2386494,2386494,https://www.bizbuysell.com/business-opportunity/turn-key-bakery-and-restaurant-in-las-vegas-fully-equipped-kitchen/2386494/,,40,,0,40,2200,199,3,2386494,,,,,,,FALSE,,,,NV,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Sharkeys Cuts for Kids,Available Nationwide,,119995,"Passive & Fully Absentee Ownership is what Sharkey's is all about!  Keep your job and own multiple Sharkey's locations to build your empire. 
",-1,336,336,/franchise-for-sale/sharkeys-cuts-for-kids-health-beauty-and-fitness-franchise/,,-1,,,,,-1,-1,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/beauty-and-fitness-franchise/,,,,,
Innovative & Exclusive Skincare Business with 3 Established Locations!,"Denver, CO",,1500000,"Own the Future of Skincare: Start with 3 Locations and Secure Exclusive Rights to 5 More! This brand is a fast-growing franchise focused on providing individualized, high-quality facial treatments in...",4,2386483,2386483,https://www.bizbuysell.com/business-opportunity/innovative-and-exclusive-skincare-business-with-3-established-locations/2386483/,469708,40,,0,,,50,4,2386483,,,,,,,FALSE,,,,CO,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6451,0,0,0,40,,0,,,,
Hawaii Sport Fishing Charter Business in Kauai | Turn Key!,"Lihue, HI",,525000,"Own a Turnkey Charter Business in Paradise – Apex Charters, Inc., Kauai Dreaming of owning a successful business in one of the world’s most breathtaking destinations? Apex Charters, Inc., located on...",1,2386458,2386458,https://www.bizbuysell.com/business-opportunity/hawaii-sport-fishing-charter-business-in-kauai-turn-key/2386458/,,40,,0,40,1440,51,1,2386458,,,,,,,FALSE,,,,HI,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established and Profitable Bar and Grill with Lottery!,"Bandon, OR",,615000,"This turnkey Bar & Grill has a prime location visible from Hwy 101 and right in the heart of Old Town, providing steady foot traffic year-round. The operation includes a fully equipped kitchen,...",1,2386410,2386410,https://www.bizbuysell.com/business-opportunity/established-and-profitable-bar-and-grill-with-lottery/2386410/,,40,,0,40,3500,52,1,2386410,,,,,,,FALSE,,,,OR,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Car Dealership North Jersey Great Location,"Newark, NJ",,150000,"Used Car Dealership – Newark/Belleville, NJ We are offering a rare opportunity to invest in a fully operational and profitable used car dealership located in one of North Jersey’s busiest automotive...",1,2386403,2386403,https://www.bizbuysell.com/business-opportunity/car-dealership-north-jersey-great-location/2386403/,200000,40,,1,40,7200,53,1,2386403,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Event Venue for Sale with book of business!,"Richland, WA",,1700000,"TURN-KEY EVENT VENUE - ESTABLISHED BUSINESS WITH IMMEDIATE INCOME POTENTIAL This versatile event venue presents an exceptional opportunity in Richland, WA, where it enjoys a unique market position...",1,2386392,2386392,https://www.bizbuysell.com/business-opportunity/event-venue-for-sale-with-book-of-business/2386392/,,40,,0,40,,54,1,2386392,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,0,0,0,,,0,,,,
Very Successful Deluxe Water Feature Installation/Retail Company,"Chesapeake, VA",,800000,"ESTABLISHED WATER FEATURE INSTALLATION & RETAIL COMPANY - CHESAPEAKE, VA This thriving water feature installation and retail business represents a unique opportunity in the rapidly growing outdoor...",1,2386360,2386360,https://www.bizbuysell.com/business-opportunity/very-successful-deluxe-water-feature-installation-retail-company/2386360/,300000,40,,0,40,2800,55,1,2386360,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Profitable Maine Canoe Outfitter & Campground with Riverfront Home,"Saint Francis, ME",,499000,"Pelletier Campground & Canoe Outfitter - Saint Francis, Maine A rare opportunity to purchase a well-established, nearly 75-year-old canoe outfitting and campground business in northern Maine. This...",1,2386349,2386349,https://www.bizbuysell.com/business-opportunity/profitable-maine-canoe-outfitter-and-campground-with-riverfront-home/2386349/,,40,,0,,,56,1,2386349,,,,,,,FALSE,,,,ME,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,0,0,0,,,0,,,,
Profitable Smoke Shop for Sale – Turnkey Business with Loyal Customer,"Tampa, FL",,160000,"Established, profitable smoke shop in a high-traffic location is now available for sale. This turnkey operation is perfect for a first-time business owner or an established entrepreneur looking to...",1,2385848,2385848,https://www.bizbuysell.com/business-opportunity/profitable-smoke-shop-for-sale-turnkey-business-with-loyal-customer/2385848/,160000,40,160000,0,40,2500,57,1,2385848,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established MIL-SPEC Coating & Silkscreening Biz - 40+ Years Strong,"Inglewood, CA",,525000,"For sale is Hytech Processing, a well-established industrial coating and silkscreening business with over 40 years of proven success in Southern California. Specializing in high-performance MIL-SPEC...",1,2384859,2384859,https://www.bizbuysell.com/business-opportunity/established-mil-spec-coating-and-silkscreening-biz-40-years-strong/2384859/,,40,,0,40,,58,1,2384859,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established Restaurant Equipment & Smallware for Sale,"Garland, TX",,150000,"Established Restaurant Equipment & Smallware Business - Garland, TX This thriving durable goods business has been serving the Dallas market since 2011, generating $450,000 in annual revenue with...",1,2371337,2371337,https://www.bizbuysell.com/business-opportunity/established-restaurant-equipment-and-smallware-for-sale/2371337/,,40,,0,40,1500,59,1,2371337,,,,,,,FALSE,,,,TX,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Woof Gang Bakery & Grooming,Available in Multiple Locations,,75000,"Average store sales are $665K/year with low investment gives you among the best returns in franchising. With over 200 stores, we are the leading grooming and retail concept in America.",-1,2449,2449,/franchise-for-sale/woof-gang-bakery-and-grooming/,,-1,,,,,-1,-1,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/pet-franchise/,,,,,
Established Franchise Sandwich Restaurant - Million-Dollar Revenue,"Johnson County, IA",,599000,"This thriving franchise sandwich restaurant presents an exceptional opportunity for both seasoned operators and first-time buyers. Located in a high-traffic mall food court in Johnson County, Iowa,...",1,2369898,2369898,https://www.bizbuysell.com/business-opportunity/established-franchise-sandwich-restaurant-million-dollar-revenue/2369898/,300000,40,,1,40,12415,60,1,2369898,,,,,,,FALSE,,,,IA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Own a Top-Rated Moving Company in Northern Virginia & DC,"Fairfax, VA",,350000,"Nova Express Movers is a reputable, fully operational moving company proudly serving Northern Virginia and surrounding areas. With over 230 reviews across Google, Yelp, and other platforms, the...",1,2368135,2368135,https://www.bizbuysell.com/business-opportunity/own-a-top-rated-moving-company-in-northern-virginia-and-dc/2368135/,,40,,0,40,,61,1,2368135,,,,,,,FALSE,,,,VA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Profitable Kids' Clothing Store –Great Opportunity for Owner-Operators,"Mashantucket, CT",,119000,"An amazing opportunity to own a well-established children’s clothing store located in the heart of Tanger Outlets at Foxwoods, one of the largest and busiest casinos in the world. This store is in a...",1,2361839,2361839,https://www.bizbuysell.com/business-opportunity/profitable-kids-clothing-store-great-opportunity-for-owner-operators/2361839/,90000,40,,0,40,1470,62,1,2361839,,,,,,,FALSE,,,,CT,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Mission Foods Route For Sale San Diego CA $99,000","San Diego, CA",,99000,"Mission Foods Route For Sale San Diego CA $99,000 #Ownaroute #Buyaroute #Distributor #Distributorship #IndependentDistributor #MissionRoute #MissionFoodsRoute #Mission #Flatbread #TortillaChips #Wraps...",1,2386315,2386315,https://www.bizbuysell.com/business-opportunity/mission-foods-route-for-sale-san-diego-ca-99-000/2386315/,102052,40,,0,40,,63,1,2386315,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Established Carpet Cleaning Business (Clients, Equipment, Truck)","Secaucus, NJ",,64900,"Established Oxi Fresh Carpet Cleaning franchise opportunity in North NJ offering complete turnkey operation including client database, professional equipment, and dedicated service vehicle. This...",1,2386302,2386302,https://www.bizbuysell.com/business-opportunity/established-carpet-cleaning-business-clients-equipment-truck/2386302/,,40,,0,40,,64,1,2386302,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Children’s Clothing E-Com Store Featuring Famous Italian Brand – $5K,"Los Angeles, CA",,5000,Premium E-Commerce Store – Branded Italian Children’s Clothing – $5K Well-established Shopify-based online store specializing in premium Italian children’s fashion (Original Marines brand). Location:...,1,2386301,2386301,https://www.bizbuysell.com/business-opportunity/childrens-clothing-e-com-store-featuring-famous-italian-brand-5k/2386301/,,40,,0,,,65,1,2386301,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Wedding Venue and Home for Sale,Alabama,,595000,"Prepare to be captivated by this extraordinary property, offering not only a beautiful home but also a highly profitable wedding venue in the heart of South Alabama. If you dream of running a...",1,2386290,2386290,https://www.bizbuysell.com/business-opportunity/wedding-venue-and-home-for-sale/2386290/,48000,40,,0,40,,66,1,2386290,,,,,,,FALSE,,,,AL,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,0,0,0,,,0,,,,
Profitable Boutique Fitness Studio with Franchise Potential,Washington,,895000,Step into ownership of a buzzworthy fitness concept — a high-end boutique studio specializing in results-driven group classes that combine cardio and resistance training. This is not your average gym....,1,2386281,2386281,https://www.bizbuysell.com/business-opportunity/profitable-boutique-fitness-studio-with-franchise-potential/2386281/,,40,275000,1,40,,67,1,2386281,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Drug, Alcohol and DNA Testing","Chula Vista, CA",,125000,"Profitable Drug, Alcohol & DNA Testing Business - San Diego County Established healthcare testing company serving Chula Vista and surrounding areas, generating $150,000 in annual revenue through...",1,2386278,2386278,https://www.bizbuysell.com/business-opportunity/drug-alcohol-and-dna-testing/2386278/,,40,,1,,,68,1,2386278,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Pigtails & Crewcuts,Available in Multiple Locations,,150000,"Pigtails & Crewcuts is a national children’s hair salon with over 80 locations in 25 states. Our mission at the salon level is to create a fun and memorable haircutting experience for children and their families. The hair industry is a $64 billion industry with the children’s segment to be over $7 billion; therefore, this recession-resistant industry will continue to grow.",-1,2672,2672,/franchise-for-sale/pigtails-and-crewcuts/,,-1,,,,,-1,-1,4597,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/child-related-franchise/,,,,,
Highly Rated Custom Embroidery Shop,"Philadelphia, PA",,200000,"Highly Rated Custom Embroidery Shop - Full Apparel Print Shop This established custom apparel shop represents an exceptional opportunity to acquire a trusted, community-focused business in...",1,2386277,2386277,https://www.bizbuysell.com/business-opportunity/highly-rated-custom-embroidery-shop/2386277/,,40,,0,40,,69,1,2386277,,,,,,,FALSE,,,,PA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
20-Yr Accredited Home Health Agency – $48K Monthly Profit – FL,"Hialeah, FL",,1100000,"Home health agency in Hialeah, FL, with 20 years of established operations. Licensed for both skilled and non-skilled care, and accredited by AHCA and the Joint Commission. Serving Miami-Dade and...",1,2386271,2386271,https://www.bizbuysell.com/business-opportunity/20-yr-accredited-home-health-agency-48k-monthly-profit-fl/2386271/,317901,40,317901,1,40,2200,70,1,2386271,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
7am to 3pm Breakfast & Lunch,"Vaughan, ON",,479000,This is a great opportunity to acquire a well-established breakfast and lunch franchise in a high-traffic commercial complex near one of Vaughan’s busiest shopping destinations. YES NEXT TO MEGA MALL...,1,2386270,2386270,https://www.bizbuysell.com/business-opportunity/7am-to-3pm-breakfast-and-lunch/2386270/,150000,40,,0,,29,71,1,2386270,,,,,,,FALSE,,,,ON,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,49936,0,0,0,40,,0,,,,
Global Franchisor with 65 Franchisees | Digital Marketing Vertical,"Tampa, FL",,850000,"WebsiteClosers® presents a globally recognized Advertising Franchise offering a unique business model that’s built for scale. With a presence in 27 countries and operations in 200 cities, the company...",4,2386268,2386268,https://www.bizbuysell.com/business-opportunity/global-franchisor-with-65-franchisees-digital-marketing-vertical/2386268/,299269,40,299269,0,,,72,4,2386268,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,20899,0,0,0,40,,0,,,,
"Iowa Liquor Store.  Attractive  Cash Flow $300,000+/-",Iowa,,,"Iowa Liquor Store. Growing Area, Good Staff In Place. The Seller has implemented programs that have increased the sales in this store by more than 50%. Nice Community. Low Crime. Turnkey business,...",1,2386248,2386248,https://www.bizbuysell.com/business-opportunity/iowa-liquor-store-attractive-cash-flow-300-000/2386248/,300000,40,,0,,,73,1,2386248,,,,,,,FALSE,,,,IA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6327,0,0,0,40,,0,,,,
General Contractor Company – Established with Extensive Client List,"Lee County, FL",,150000,"Business Overview This company is owned and operated by a licensed General Contractor and specializes in remodeling, maintenance, and general construction services throughout Southwest Florida. With a...",1,2386246,2386246,https://www.bizbuysell.com/business-opportunity/general-contractor-company-established-with-extensive-client-list/2386246/,203000,40,,0,40,,74,1,2386246,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Profitable Commercial/Residential Asphalt Maintenance Construction Co.,"Macungie, PA",,320000,"Premier Sealcoating Line Striping & Asphalt Maintenance offers the absolute best quality and value in asphalt maintenance. Rated number one in the Lehigh Valley with 5 star Google reviews, we have...",1,2386243,2386243,https://www.bizbuysell.com/business-opportunity/profitable-commercial-residential-asphalt-maintenance-construction-co/2386243/,144290,40,,0,40,,75,1,2386243,,,,,,,FALSE,,,,PA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"Freight Brokerage For Sale — Active MC #, Leads & Listings","Fresno, CA",,150000,"Fully active freight brokerage for sale — includes MC authority, bond, website, logo, shipper leads, and prior customer accounts. The business is set up and ready — just needs an operator to step in...",1,2386190,2386190,https://www.bizbuysell.com/business-opportunity/freight-brokerage-for-sale-active-mc-leads-and-listings/2386190/,,40,,0,,,76,1,2386190,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
San Jose Flower Shop for Sale – Great Location!,"San Jose, CA",,79900,"This well-established flower shop in San Jose offers a fantastic opportunity to own a profitable business in a prime location. With a strong, loyal customer base and consistent cash flow, the shop...",1,2381440,2381440,https://www.bizbuysell.com/business-opportunity/san-jose-flower-shop-for-sale-great-location/2381440/,,40,,0,40,3019,77,1,2381440,,,,,,,FALSE,,,,CA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
810 Entertainment,Available Nationwide,,650000,"810 is an upscale bowling, entertainment and dining experience where friends and family gather to be social, friendly competition and great food.",-1,8,8,/franchise-for-sale/810-entertainment/,,-1,,,,,-1,-1,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/food-and-restaurant-franchise/,,,,,
Turnkey Established 20 Yr Pre-Owned Car Dealership - Sales and Service,"St. Charles, IL",,350000,"PRESTIGE IMPORTS 333 N RANDALL RD, ST CHARLES, IL 60174 - Grew this business from ground up since 2004. Only property in St Charles city limits with used car zoning! Owner moved to AZ 9 years ago and...",1,2328392,2328392,https://www.bizbuysell.com/business-opportunity/turnkey-established-20-yr-pre-owned-car-dealership-sales-and-service/2328392/,0,40,0,1,40,0,78,1,2328392,,,,,,,FALSE,,,,IL,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
